Page,title,topic,isbn,pages,year,online_access,format,editorial,ebook-price,hardcover-price,softcover-price,print-price,print-ebook-price,authors
405,Information Management and Big Data,Information Systems and Communication Service,978-3-319-55208-8,"XI, 147",2017,0,5,Springer International Publishing,59.99,NA,74.99,NA,NA,"Lossio-Ventura, J. A. (Ed), Alatrista-Salas, H. (Ed) (2017)"
406,Architecture of Computing Systems - ARCS 2017,Computer Communication Networks,978-3-319-54998-9,"XIII, 262",2017,0,5,Springer International Publishing,54.99,NA,69.99,NA,NA,"Knoop, J. (Ed), Karl, W. (Ed), Schulz, M. (Ed), Inoue, K. (Ed), Pionteck, T. (Ed) (2017)"
406,Smart Card Research and Advanced Applications,Cryptology,978-3-319-54668-1,"XII, 265",2017,0,5,Springer International Publishing,54.99,NA,69.99,NA,NA,"Lemke-Rust, K. (Ed), Tunstall, M. (Ed) (2017)"
406,Information Security and Cryptology,Systems and Data Security,978-3-319-54704-6,"XIII, 544",2017,0,5,Springer International Publishing,79.99,NA,99.99,NA,NA,"Chen, K. (Ed), Lin, D. (Ed), Yung, M. (Ed) (2017)"
406,Crowd-Powered Mobile Computing and Smart Things,Computer Communication Networks,978-3-319-54435-9,"X, 65",2017,0,5,Springer International Publishing,54.99,NA,69.99,NA,NA,"Loke, S. W. (2017)"
406,Code Generation with Roslyn,Microsoft and .NET,978-1-4842-2210-2,"XV, 105",2017,0,5,Apress,19.99,NA,29.99,NA,NA,"Harrison, N. (2017)"
406,Oracle Database Upgrade and Migration Methods,Database Management,978-1-4842-2327-7,"XXIII, 610",2017,0,5,Apress,49.99,NA,64.99,NA,NA,"Ravikumar, Y. V., Krishnakumar, K. M., Basha, N. (2017)"
406,Biomedical Engineering Systems and Technologies,Health Informatics,978-3-319-54716-9,"XXV, 428",2017,0,5,Springer International Publishing,79.99,NA,99.99,NA,NA,"Fred, A. (Ed), Gamboa, H. (Ed) (2017)"
406,Windows Virus and Malware Troubleshooting,Microsoft and .NET,978-1-4842-2606-3,"XVII, 95",2017,0,5,Apress,19.99,NA,29.99,NA,NA,"Bettany, A., Halsey, M. (2017)"
406,Learning Web-based Virtual Reality,Hardware and Maker,978-1-4842-2709-1,"XIV, 83",2017,0,5,Apress,19.99,NA,24.99,NA,NA,"Neelakantam, S., Pant, T. (2017)"
406,Proceedings of the 5th International Conference on Frontiers in Intelligent Computing: Theory and Applications,Computational Intelligence,978-981-10-3155-7,"XXIV, 685",2017,0,5,Springer Singapore,269.00,NA,349.99,NA,NA,"Satapathy, S. C. (Ed), Bhateja, V. (Ed), Udgata, S. K. (Ed), Pattnaik, P. K. (Ed) (2017)"
406,Geo-Spatial Knowledge and Intelligence,Information Storage and Retrieval,978-981-10-3968-3,"L, 497",2017,0,5,Springer Singapore,79.99,NA,99.99,NA,NA,"Yuan, H. (Ed), Geng, J. (Ed), Bian, F. (Ed) (2017)"
406,Geo-Spatial Knowledge and Intelligence,Information Storage and Retrieval,978-981-10-3965-2,"XLIX, 605",2017,0,5,Springer Singapore,89.00,NA,119.99,NA,NA,"Yuan, H. (Ed), Geng, J. (Ed), Bian, F. (Ed) (2017)"
406,Knowledge Representation for Health Care,Artificial Intelligence,978-3-319-55013-8,"X, 133",2017,0,5,Springer International Publishing,44.99,NA,59.99,NA,NA,"Riao, D. (Ed), Lenz, R. (Ed), Reichert, M. (Ed) (2017)"
406,Python Unit Test Automation,Python,978-1-4842-2676-6,"XIX, 111",2017,0,5,Apress,29.99,NA,37.99,NA,NA,"Pajankar, A. (2017)"
406,Introduction to Data Science,Data Mining and Knowledge Discovery,978-3-319-50016-4,"XIV, 218",2017,0,5,Springer International Publishing,39.99,NA,49.99,NA,NA,"Igual, L., Segu, S. (2017)"
406,The Cloud DBA-Oracle,Database Management,978-1-4842-2634-6,"XXI, 218",2017,0,5,Apress,34.99,NA,44.99,NA,NA,"Jain, A., Mahajan, N. (2017)"
406,Risks and Security of Internet and Systems,Security,978-3-319-54875-3,"VIII, 239",2017,0,5,Springer International Publishing,54.99,NA,69.99,NA,NA,"Cuppens, F. (Ed), Cuppens, N. (Ed), Lanet, J. (Ed), Legay, A. (Ed) (2017)"
406,Pro MERN Stack,Web Development,978-1-4842-2653-7,"XVII, 328",2017,0,,Apress,34.99,NA,NA,NA,NA,"Subramanian, V. (2017)"
406,macOS Programming for Absolute Beginners,Programming Techniques,978-1-4842-2661-2,"XXVI, 647",2017,0,5,Apress,44.99,NA,59.99,NA,NA,"Wang, W. (2017)"
406,Reasoning Web: Logical Foundation of Knowledge Graph Construction and Query Answering,Database Management,978-3-319-49492-0,"XIV, 259",2017,0,5,Springer International Publishing,54.99,NA,69.99,NA,NA,"Pan, J. Z. (Ed), Calvanese, D. (Ed), Eiter, T. (Ed), Horrocks, I. (Ed), Kifer, M. (Ed), Lin, F. (Ed), Zhao, Y. (Ed) (2017)"
407,Secure and Privacy-Preserving Data Communication in Internet of Things,"Communications Engineering, Networks",978-981-10-3234-9,"VII, 78",2017,0,5,Springer Singapore,54.99,NA,69.99,NA,NA,"Zhu, L., Zhang, Z., Xu, C. (2017)"
407,High-Performance Scientific Computing,Algorithm Analysis and Problem Complexity,978-3-319-53861-7,"XV, 258",2017,0,5,Springer International Publishing,54.99,NA,69.99,NA,NA,"Di Napoli, E. (Ed), Hermanns, M. (Ed), Iliev, H. (Ed), Lintermann, A. (Ed), Peyser, A. (Ed) (2017)"
407,OWL: Experiences and Directions  Reasoner Evaluation,Information Systems Applications (incl.Internet),978-3-319-54626-1,"IX, 153",2017,0,5,Springer International Publishing,44.99,NA,59.99,NA,NA,"Dragoni, M. (Ed), Poveda-Villaln, M. (Ed), Jimenez-Ruiz, E. (Ed) (2017)"
407,Public-Key Cryptography  PKC 2017,Cryptology,978-3-662-54364-1,"XIV, 466",2017,0,5,Springer-Verlag Berlin Heidelberg,64.99,NA,84.99,NA,NA,"Fehr, S. (Ed) (2017)"
407,Public-Key Cryptography  PKC 2017,Cryptology,978-3-662-54387-0,"XIV, 556",2017,0,5,Springer-Verlag Berlin Heidelberg,79.99,NA,99.99,NA,NA,"Fehr, S. (Ed) (2017)"
407,The Blockchain Alternative,Database Management,978-1-4842-2673-5,"XX, 248",2017,0,5,Apress,19.99,NA,29.99,NA,NA,"Bheemaiah, K. (2017)"
407,Proceedings of the 16th International Conference on Hybrid Intelligent Systems (HIS 2016),Computational Intelligence,978-3-319-52940-0,"XIX, 601",2017,0,5,Springer International Publishing,269.00,NA,349.99,NA,NA,"Abraham, A. (Ed), Haqiq, A. (Ed), Alimi, A. M. (Ed), Mezzour, G. (Ed), Rokbani, N. (Ed), Muda, A. K. (Ed) (2017)"
407,Computer-Assisted and Robotic Endoscopy,Image Processing and Computer Vision,978-3-319-54056-6,"VIII, 127",2017,0,5,Springer International Publishing,44.99,NA,59.99,NA,NA,"Peters, T. (Ed), Yang, G. (Ed), Navab, N. (Ed), Mori, K. (Ed), Luo, X. (Ed), Reichl, T. (Ed), McLeod, J. (Ed) (2017)"
407,PrestaShop Recipes,Web Development,978-1-4842-2573-8,"XXIII, 218",2017,0,5,Apress,29.99,NA,37.99,NA,NA,"Prez Castao, A. (2017)"
407,WALCOM: Algorithms and Computation,Algorithm Analysis and Problem Complexity,978-3-319-53924-9,"XXII, 474",2017,0,5,Springer International Publishing,64.99,NA,84.99,NA,NA,"Poon, S. (Ed), Rahman, M. S. (Ed), Yen, H. (Ed) (2017)"
407,GameMaker: Studio 100 Programming Challenges,Game Development,978-1-4842-2643-8,"XXVII, 210",2017,0,5,Apress,24.99,NA,34.99,NA,NA,"Tyers, B. (2017)"
407,Requirements Engineering: Foundation for Software Quality,Software Engineering,978-3-319-54044-3,"XIX, 380",2017,0,5,Springer International Publishing,59.99,NA,79.99,NA,NA,"Grnbacher, P. (Ed), Perini, A. (Ed) (2017)"
407,Bottlenecks,User Interfaces and Human Computer Interaction,978-1-4842-2579-0,"XXI, 260",2017,0,5,Apress,29.99,NA,37.99,NA,NA,"Evans, D. C. (2017)"
407,Intelligent Systems Design and Applications,Computational Intelligence,978-3-319-53479-4,"XXI, 1086",2017,0,5,Springer International Publishing,349.00,NA,449.99,NA,NA,"Madureira, A. M. (Ed), Abraham, A. (Ed), Gamboa, D. (Ed), Novais, P. (Ed) (2017)"
407,"Management of Information, Process and Cooperation",Database Management,978-981-10-3995-9,"VII, 111",2017,0,5,Springer Singapore,59.99,NA,74.99,NA,NA,"Cao, J. (Ed), Liu, J. (Ed) (2017)"
407,Pervasive Computing,Artificial Intelligence,978-3-319-51654-7,"XVIII, 210",2017,0,5,Springer International Publishing,39.99,NA,49.99,NA,NA,"Silvis-Cividjian, N. (2017)"
407,Emerging Technologies for Education,Information Systems Applications (incl.Internet),978-3-319-52835-9,"XVI, 759",2017,0,5,Springer International Publishing,89.00,NA,119.99,NA,NA,"Wu, T. (Ed), Gennari, R. (Ed), Huang, Y. (Ed), Xie, H. (Ed), Cao, Y. (Ed) (2017)"
407,Small Dynamic Complexity Classes,Logics and Meanings of Programs,978-3-662-54313-9,"VIII, 149",2017,0,5,Springer-Verlag Berlin Heidelberg,44.99,NA,59.99,NA,NA,"Zeume, T. (2017)"
407,Evolutionary Multi-Criterion Optimization,Numeric Computing,978-3-319-54156-3,"XIV, 702",2017,0,5,Springer International Publishing,89.00,NA,119.99,NA,NA,"Trautmann, H. (Ed), Rudolph, G. (Ed), Klamroth, K. (Ed), Schtze, O. (Ed), Wiecek, M. (Ed), Jin, Y. (Ed), Grimme, C. (Ed) (2017)"
407,Membrane Computing,Computation by Abstract Devices,978-3-319-54071-9,"X, 363",2017,0,5,Springer International Publishing,59.99,NA,79.99,NA,NA,"Leporati, A. (Ed), Rozenberg, G. (Ed), Salomaa, A. (Ed), Zandron, C. (Ed) (2017)"
408,"Logic, Language, and Computation",Mathematical Logic and Formal Languages,978-3-662-54331-3,"XXVIII, 355",2017,0,5,Springer-Verlag Berlin Heidelberg,59.99,NA,79.99,NA,NA,"Hansen, H. H. (Ed), Murray, S. E. (Ed), Sadrzadeh, M. (Ed), Zeevat, H. (Ed) (2017)"
408,Tactile Display for Virtual 3D Shape Rendering,Engineering Design,978-3-319-48985-8,"X, 112",2017,0,5,Springer International Publishing,54.99,NA,69.99,NA,NA,"Mansutti, A., Covarrubias Rodriguez, M., Bordegoni, M., Cugini, U. (2017)"
408,C# and XML Primer,"Programming Languages, Compilers, Interpreters",978-1-4842-2594-3,"XV, 86",2017,0,5,Apress,19.99,NA,29.99,NA,NA,"Hartwell, J. (2017)"
408,Information Security of Highly Critical Wireless Networks,Systems and Data Security,978-3-319-52904-2,"VII, 73",2017,0,5,Springer International Publishing,54.99,NA,69.99,NA,NA,"Martellini, M., Abaimov, S., Gaycken, S., Wilson, C. (2017)"
408,Digital Forensics and Watermarking,Cryptology,978-3-319-53464-0,"XIV, 618",2017,0,5,Springer International Publishing,84.99,NA,109.99,NA,NA,"Shi, Y. Q. (Ed), Kim, H. J. (Ed), Perez-Gonzalez, F. (Ed), Liu, F. (Ed) (2017)"
408,"Progress in Pattern Recognition, Image Analysis, Computer Vision, and Applications",Pattern Recognition,978-3-319-52276-0,"XVIII, 541",2017,0,5,Springer International Publishing,79.99,NA,99.99,NA,NA,"Beltrn-Castan, C. (Ed), Nystrm, I. (Ed), Famili, F. (Ed) (2017)"
408,Language and Automata Theory and Applications,Computation by Abstract Devices,978-3-319-53732-0,"XXIII, 462",2017,0,5,Springer International Publishing,64.99,NA,84.99,NA,NA,"Drewes, F. (Ed), Martn-Vide, C. (Ed), Truthe, B. (Ed) (2017)"
408,Latent Variable Analysis and Signal Separation,Pattern Recognition,978-3-319-53546-3,"XVI, 576",2017,0,5,Springer International Publishing,79.99,NA,99.99,NA,NA,"Tichavsk, P. (Ed), Babaie-Zadeh, M. (Ed), Michel, O. J. (Ed), Thirion-Moreau, N. (Ed) (2017)"
408,Performance Evaluation and Benchmarking. Traditional - Big Data - Internet of Things,System Performance and Evaluation,978-3-319-54333-8,"XIII, 161",2017,0,5,Springer International Publishing,44.99,NA,59.99,NA,NA,"Nambiar, R. (Ed), Poess, M. (Ed) (2017)"
408,"Analysis of Images, Social Networks and Texts",Data Mining and Knowledge Discovery,978-3-319-52919-6,"XXIV, 372",2017,0,5,Springer International Publishing,69.99,NA,89.99,NA,NA,"Ignatov, D. I. (Ed), Khachay, M. Y. (Ed), Labunets, V. G. (Ed), Loukachevitch, N. (Ed), Nikolenko, S. I. (Ed), Panchenko, A. (Ed), Savchenko, A. V. (Ed), Vorontsov, K. (Ed) (2017)"
408,Information Systems Security and Privacy,Systems and Data Security,978-3-319-54432-8,"XII, 215",2017,0,5,Springer International Publishing,59.99,NA,79.99,NA,NA,"Camp, O. (Ed), Furnell, S. (Ed), Mori, P. (Ed) (2017)"
408,Semantic Keyword-Based Search on Structured Data Sources,Information Storage and Retrieval,978-3-319-53639-2,"X, 197",2017,0,5,Springer International Publishing,44.99,NA,59.99,NA,NA,"Cal, A. (Ed), Gorgan, D. (Ed), Ugarte, M. (Ed) (2017)"
408,Numerical Software Verification,Logics and Meanings of Programs,978-3-319-54291-1,"VII, 107",2017,0,5,Springer International Publishing,44.99,NA,59.99,NA,NA,"Bogomolov, S. (Ed), Martel, M. (Ed), Prabhakar, P. (Ed) (2017)"
408,Pattern Recognition and Information Processing,Pattern Recognition,978-3-319-54219-5,"X, 181",2017,0,5,Springer International Publishing,59.99,NA,74.99,NA,NA,"Krasnoproshin, V. V. (Ed), Ablameyko, S. V. (Ed) (2017)"
408,Formal Techniques for Safety-Critical Systems,Logics and Meanings of Programs,978-3-319-53945-4,"XII, 161",2017,0,5,Springer International Publishing,59.99,NA,74.99,NA,NA,"Artho, C. (Ed), lveczky, P. C. (Ed) (2017)"
408,Operations Research and Enterprise Systems,Mathematics of Computing,978-3-319-53981-2,"XII, 261",2017,0,5,Springer International Publishing,59.99,NA,79.99,NA,NA,"Vitoriano, B. (Ed), Parlier, G. H. (Ed) (2017)"
408,"Interoperability, Safety and Security in IoT",Computer Communication Networks,978-3-319-52726-0,"X, 139",2017,0,5,Springer International Publishing,44.99,NA,60.00,NA,NA,"Mitton, N. (Ed), Chaouchi, H. (Ed), Noel, T. (Ed), Watteyne, T. (Ed), Gabillon, A. (Ed), Capolsini, P. (Ed) (2017)"
408,Information Security and Cryptology  ICISC 2016,Systems and Data Security,978-3-319-53176-2,"XVI, 351",2017,0,5,Springer International Publishing,59.99,NA,79.99,NA,NA,"Hong, S. (Ed), Park, J. H. (Ed) (2017)"
408,Applied Logic for Computer Scientists,Logics and Meanings of Programs,978-3-319-51651-6,"XVIII, 150",2017,0,5,Springer International Publishing,39.99,NA,54.99,NA,NA,"Ayala-Rincn, M., de Moura, F. L. C. (2017)"
408,Intelligent Autonomous Systems 14,Computational Intelligence,978-3-319-48035-0,"XV, 1172",2017,0,5,Springer International Publishing,309.00,NA,399.99,NA,NA,"Chen, W. (Ed), Hosoda, K. (Ed), Menegatti, E. (Ed), Shimizu, M. (Ed), Wang, H. (Ed) (2017)"
409,Building Arduino PLCs,Hardware and Maker,978-1-4842-2631-5,"XIII, 183",2017,0,5,Apress,29.99,NA,37.99,NA,NA,"Seneviratne, P. (2017)"
409,Handbook of Computational Chemistry,Theoretical and Computational Chemistry,978-3-319-27281-8,"XXVI, 2381",2017,1,6,Springer International Publishing,NA,NA,NA,"1,399.99","1,799.99","Leszczynski, J. (Ed), Kaczmarek-Kedziera, A. (Ed), Puzyn, T. (Ed), G. Papadopoulos, M. (Ed), Reis, H. (Ed), K. Shukla, M. (Ed) (2017)"
409,Agents and Artificial Intelligence,Artificial Intelligence,978-3-319-53353-7,"XVI, 315",2017,0,5,Springer International Publishing,59.99,NA,79.99,NA,NA,"van den Herik, J. (Ed), Filipe, J. (Ed) (2017)"
409,Pattern Recognition Applications and Methods,Pattern Recognition,978-3-319-53374-2,"XVI, 243",2017,0,5,Springer International Publishing,54.99,NA,69.99,NA,NA,"Fred, A. (Ed), De Marsico, M. (Ed), Sanniti di Baja, G. (Ed) (2017)"
409,Algorithms and Discrete Applied Mathematics,Algorithm Analysis and Problem Complexity,978-3-319-53006-2,"XIX, 372",2017,0,5,Springer International Publishing,59.99,NA,79.99,NA,NA,"Gaur, D. (Ed), Narayanaswamy, N. (Ed) (2017)"
409,Linux Sound Programming,Programming Techniques,978-1-4842-2495-3,"XXIII, 608",2017,0,5,Apress,44.99,NA,59.99,NA,NA,"Newmarch, J. (2017)"
409,Adobe InDesign Interactive Digital Publishing,Computer Graphics,978-1-4842-2438-0,"XXX, 539",2017,0,5,Apress,49.99,NA,64.99,NA,NA,"Padova, T. (2017)"
409,Neuroscience in Information Systems Research,Business Information Systems,978-3-319-48754-0,"VI, 93",2017,0,5,Springer International Publishing,64.99,NA,84.99,NA,NA,"Riedl, R., Davis, F. D., Banker, R., H. Kenning, P. (2017)"
409,Machine Learning and Intelligent Communications,Computer Communication Networks,978-3-319-52729-1,"XII, 414",2017,0,5,Springer International Publishing,64.99,NA,84.00,NA,NA,"Xin-lin, H. (Ed) (2017)"
409,Harmony Search Algorithm,Computational Intelligence,978-981-10-3727-6,"XIV, 366",2017,0,5,Springer Singapore,189.00,NA,249.99,NA,NA,"Del Ser, J. (Ed) (2017)"
409,Data Visualisation with R,Computer Graphics,978-3-319-49751-8,"XV, 385",2017,0,,Springer International Publishing,59.99,NA,NA,NA,NA,"Rahlf, T. (2017)"
409,Electronic Voting,Cryptology,978-3-319-52239-5,"X, 233",2017,0,5,Springer International Publishing,54.99,NA,69.99,NA,NA,"Krimmer, R. (Ed), Volkamer, M. (Ed), Barrat, J. (Ed), Benaloh, J. (Ed), Goodman, N. (Ed), Ryan, P. Y. A. (Ed), Teague, V. (Ed) (2017)"
409,Custom Raspberry Pi Interfaces,Computer Science (general),978-1-4842-2405-2,"XV, 216",2017,0,5,Apress,34.99,NA,44.99,NA,NA,"Gay, W. (2017)"
409,Quantum Interaction,Computation by Abstract Devices,978-3-319-52288-3,"XII, 275",2017,0,5,Springer International Publishing,54.99,NA,69.99,NA,NA,"de Barros, J. A. (Ed), Coecke, B. (Ed), Pothos, E. (Ed) (2017)"
409,Kubernetes Management Design Patterns,Servers,978-1-4842-2597-4,"XX, 399",2017,0,5,Apress,34.99,NA,44.99,NA,NA,"Vohra, D. (2017)"
409,Information Technology for Management: New Ideas and Real Solutions,Information Systems Applications (incl.Internet),978-3-319-53075-8,"XIV, 243",2017,0,5,Springer International Publishing,54.99,NA,69.99,NA,NA,"Ziemba, E. (Ed) (2017)"
409,Data-Driven Process Discovery and Analysis,Data Mining and Knowledge Discovery,978-3-319-53434-3,"IX, 185",2017,0,5,Springer International Publishing,44.99,NA,59.99,NA,NA,"Ceravolo, P. (Ed), Rinderle-Ma, S. (Ed) (2017)"
409,"Introduction to DevOps with Chocolate, LEGO and Scrum Game",Programming Techniques,978-1-4842-2564-6,"XVII, 140",2017,0,5,Apress,19.99,NA,29.99,NA,NA,"Pylayeva, D. (2017)"
409,Statistical Atlases and Computational Models of the Heart. Imaging and Modelling Challenges,Image Processing and Computer Vision,978-3-319-52717-8,"XI, 230",2017,0,5,Springer International Publishing,54.99,NA,69.99,NA,NA,"Mansi, T. (Ed), McLeod, K. (Ed), Pop, M. (Ed), Rhode, K. (Ed), Sermesant, M. (Ed), Young, A. (Ed) (2017)"
409,Rapid Mashup Development Tools,Information Systems Applications (incl.Internet),978-3-319-53173-1,"VII, 135",2017,0,5,Springer International Publishing,59.99,NA,74.99,NA,NA,"Daniel, F. (Ed), Gaedke, M. (Ed) (2017)"
410,Business Information Systems Workshops,Business Information Systems,978-3-319-52463-4,"XXVIII, 430",2017,0,5,Springer International Publishing,64.99,NA,84.99,NA,NA,"Abramowicz, W. (Ed), Alt, R. (Ed), Franczyk, B. (Ed) (2017)"
410,Algorithms for Sensor Systems,Algorithm Analysis and Problem Complexity,978-3-319-53057-4,"XI, 141",2017,0,5,Springer International Publishing,44.99,NA,59.99,NA,NA,"Chrobak, M. (Ed), Fernndez Anta, A. (Ed), Gsieniec, L. (Ed), Klasing, R. (Ed) (2017)"
410,Pro Angular,Web Development,978-1-4842-2307-9,"XXVII, 778",2017,0,,Apress,39.99,NA,NA,NA,NA,"Freeman, A. (2017)"
410,Intelligent Human Computer Interaction,User Interfaces and Human Computer Interaction,978-3-319-52502-0,"XIX, 290",2017,0,5,Springer International Publishing,54.99,NA,69.99,NA,NA,"Basu, A. (Ed), Das, S. (Ed), Horain, P. (Ed), Bhattacharya, S. (Ed) (2017)"
410,"Reconstruction, Segmentation, and Analysis of Medical Images",Image Processing and Computer Vision,978-3-319-52279-1,"XI, 174",2017,0,5,Springer International Publishing,44.99,NA,59.99,NA,NA,"Zuluaga, M. A. (Ed), Bhatia, K. (Ed), Kainz, B. (Ed), Moghari, M. H. (Ed), Pace, D. F. (Ed) (2017)"
410,Data Analytics for Renewable Energy Integration,Artificial Intelligence,978-3-319-50946-4,"VII, 137",2017,0,5,Springer International Publishing,44.99,NA,59.99,NA,NA,"Woon, W. L. (Ed), Aung, Z. (Ed), Kramer, O. (Ed), Madnick, S. (Ed) (2017)"
410,"Enterprise Applications, Markets and Services in the Finance Industry",Computer Appl. in Administrative Data Processing,978-3-319-52763-5,"XI, 125",2017,0,5,Springer International Publishing,44.99,NA,59.99,NA,NA,"Feuerriegel, S. (Ed), Neumann, D. (Ed) (2017)"
410,Languages and Compilers for Parallel Computing,"Programming Languages, Compilers, Interpreters",978-3-319-52708-6,"XI, 348",2017,0,5,Springer International Publishing,59.99,NA,79.99,NA,NA,"Ding, C. (Ed), Criswell, J. (Ed), Wu, P. (Ed) (2017)"
410,Artificial Life and Computational Intelligence,Artificial Intelligence,978-3-319-51690-5,"XIII, 392",2017,0,5,Springer International Publishing,59.99,NA,79.99,NA,NA,"Wagner, M. (Ed), Li, X. (Ed), Hendtlass, T. (Ed) (2017)"
410,Artificial Intelligence and Exponential Technologies: Business Models Evolution and New Investment Opportunities,Computational Intelligence,978-3-319-51549-6,"IX, 45",2017,0,5,Springer International Publishing,54.99,NA,69.99,NA,NA,"Corea, F. (2017)"
410,Industrial Networks and Intelligent Systems,Computer Communication Networks,978-3-319-52568-6,"X, 175",2017,0,5,Springer International Publishing,44.99,NA,60.00,NA,NA,"Maglaras, L. A. (Ed), Janicke, H. (Ed), Jones, K. (Ed) (2017)"
